url,img_url,author,title,from,to
amazon.com.br/Eye-World-Wheel-Other-English-ebook/dp/B002U3CCYM/,https://m.media-amazon.com/images/I/41VKOx37wpL.jpg,Robert Jordan,The Eye of the world,"R$ 32,90","R$ 29,90"
